distance between two feet,waist angle,Left knee angle,Right knee angle,distance between the hips and feet
91.53284866726418,161.0946184926891,130.19443796319038,128.38543931796684,289.7827924203504
86.39185970424033,157.5395511607159,121.98172778361659,123.68024706810843,286.1898782280568
83.52788050424363,156.6663607095997,122.07903136450689,123.73943387271167,284.079339534785
82.54708269340203,155.86776916027395,123.11367937556135,124.17938317155901,283.2117787888451
81.15680740107774,156.73340153940896,124.34907913693672,125.17148098970773,279.5257093897611
81.17698482335545,156.85743032444367,123.84503236728962,125.02792905193525,280.62530422589947
81.10453644004761,154.8046751437894,127.38968155388541,125.79084224242939,280.86619777245096
81.27355408009981,155.86604800945872,127.40290251946146,126.71585608862377,279.1155844855366
81.40884895700044,156.28880298941993,127.51695613601373,126.98528320444586,279.2669553095257
81.29063238224913,154.2295465013712,127.42134691087513,125.93699432746877,280.5254087893238
79.749127124876,154.9918629264962,126.36507675787735,125.3487527259393,278.76753620243596
79.8678144535356,157.18683266861981,123.34993453658149,123.7115812717196,276.26158553996316
80.64832245522044,157.28195765696933,123.93700557511642,123.68915237332088,277.40515325955346
79.90756825308853,156.42464889650694,124.08412928343924,122.65053676141791,278.3215480568448
80.50158320363674,155.4523761199763,124.01241345091962,122.29661124586467,279.2553656949807
80.22826491356943,155.62254978186877,122.95421049894082,122.08636029287585,278.7262793850021
80.54657795722513,155.39507708485823,123.32907117819967,122.3039525833135,279.2799910249562
80.5168013132791,155.7496405503477,123.3136504408174,122.41037192355685,279.50638366772506
80.53033881115742,156.4580574762572,122.81925197232306,122.5064249201727,278.6147867556244
81.97424364978531,156.84861054003636,126.42386275912034,124.23139391759521,281.122308114109
81.71019879371667,157.91150452852534,127.32878022729386,123.21015672791951,274.7056221354087
82.53338411403337,157.16828241673784,128.9052372045118,123.43268103535331,274.36697602165253
84.60222879773814,154.9824502393606,128.5348909104983,124.05422238969314,278.0043839357191
86.03734951049786,152.5891297041924,127.9358004287113,124.84966349599189,276.12352772789677
89.12553230040834,156.28452851661092,128.423423556517,127.26997736796271,268.59860361719547
88.5522931286311,157.45920414454343,128.00932445440924,128.02536905615932,267.91437485866845
87.95136708789121,158.6815582065579,128.59348318504334,129.319330219256,266.727344469958
87.6355851150002,159.1496949506517,127.94153840551745,128.93178273815514,267.05375192970985
89.0296859872189,158.74381546910516,128.46869026285927,130.396622958841,269.5027810547742
88.77365421313779,158.2780777846283,128.37813372623302,129.93951555172504,268.8939009105515
88.38270928169365,157.63972471813344,128.94308284656702,130.27004666669444,269.11230833041407
88.71339517439748,156.86093560806032,128.51767443072976,129.9778026926729,268.9823807505606
88.47561891752304,156.82835825358663,128.15610299506582,129.80594764760164,268.644407530725
87.69611784452923,156.39414793113443,127.45240367008213,128.76745114964413,269.2493709710198
87.94857201886116,157.88758396917734,127.60395812368036,129.0203677343694,271.1976069078849
86.56285466019706,157.50593126615667,125.65560347248032,127.70876241399195,274.1701572421287
85.23299938590371,160.49179813064453,127.48502954831521,130.0588986609021,273.64487192959
85.74730539041991,163.74403079634217,131.98509503073277,134.6170735112129,272.8805857626186
83.65031786335923,166.44560619699737,128.32408591285605,141.42995999296878,247.76025660641534
84.23371146068172,164.2331506958609,130.82205785071451,142.42611577888317,239.77654181099703
84.35465809710625,160.01734067069478,132.3803654411387,148.73082200768908,228.8139204202349
84.52298895210993,157.93493849301828,129.28181369179944,145.98829556375236,227.2292016372098
85.58148985171067,160.37983849761733,137.90631417802965,146.38813267970966,226.99862250264985
85.7337172795015,158.77412638597082,137.3437490538102,147.53293479605594,225.52820232950543
85.52947034570165,158.59231207241416,141.7229487174275,151.75839332358686,221.9377412187376
86.21785364152281,150.95340917109817,127.49918832706021,139.07684437555184,219.76095259462573
87.41801557925221,151.37576988568316,133.5349350365776,144.57584979079382,215.68968034332292
90.70251865411291,142.16805573332886,112.72513399462483,115.51147648705768,212.94363924339876
91.96078889082092,135.72553369786422,98.87740353405259,104.29608616173519,209.02125432166653
92.73365137324438,135.0228769907676,100.10317285782084,99.64160507678311,205.15986966075644
92.79174865726844,137.2953761721039,102.60963668084533,100.94726605300782,202.33700462802645
88.87809669950032,129.54783681178225,93.92327460002895,99.86661445355911,203.4737286452443
88.7101214778702,128.2280689017486,89.04413706097604,89.91210664525447,198.72416355112938
88.64518018481131,125.34830422335492,92.01654736928371,93.23992572442022,204.8641378157923
87.11940491854428,124.55466103406411,89.10460852370558,88.24604375713224,200.1649740128381
86.67448863160992,122.3919413586778,82.87266692294978,86.61155927254914,196.0258885352428
87.04964197640933,118.17206292226108,78.09385291504596,81.5874859761971,194.47532069144378
86.08202636030317,109.53008010290014,72.42374264494991,73.25929220749738,198.76401729914082
86.96845217981189,111.16712775827868,74.52339922012563,76.779430224761,190.03151481152014
87.37547510060185,105.64868991430428,67.65311749121923,69.90577622775213,192.44936466171384
87.25805300581052,99.09003151785643,63.21940089659158,64.3965286092654,195.01700420561966
86.37212738453518,89.72017011566804,55.380728324517754,57.86046361453535,191.30754384903642
86.60135940901547,83.40263331677984,53.5233712979231,55.21740555402594,187.97368213833875
85.43575097260225,90.17430721163545,58.68687554349609,59.247933901557666,181.85172449111428
85.85849254367054,82.82516287589219,56.388895445999836,56.644168153343664,181.60333248536426
87.23863353556521,76.51739810268495,55.3191226797458,54.56511464785008,181.31988987393638
87.08602132972655,77.13220214409112,54.35128695695888,54.91086428606192,178.03725067661117
86.18010359842248,62.68640686536823,45.991537373544574,46.829028782072236,187.24680242573774
86.89560074486914,54.504289168575475,41.13095700618678,41.92848784747229,194.25152861545754
87.17046060944776,52.58219808357235,37.86034558973147,39.83183624815934,209.3338555921554
85.58496484196321,59.58936528812465,43.27192063776345,45.131219835982506,206.66869030147097
87.18281349215661,52.05830300432295,38.64045429960955,40.967861337363,203.2935752977409
86.52516171118103,50.454670040287695,37.672684023613634,39.70867134814102,204.63765456271761
86.21650260500797,47.88895751187365,36.30055175391018,38.259054910795356,199.05316481994763
85.56872158030068,46.921099605764965,35.25358324500269,37.19926943309501,201.00059720348398
84.40757411438555,47.26296849479446,35.2462551925398,37.16908850833464,203.7858848176741
83.80212069701888,46.75254633966609,35.186067360285236,37.00052819178222,208.0590513583569
82.15467505037265,45.53530384375003,35.15713947117894,36.91345727093562,214.6701826259788
82.60895904481293,45.54940718410313,36.31183093181558,37.72401330333081,216.4976356559954
82.0758238826227,46.39913000812863,36.61139668303176,37.85210214416129,209.64640250966758
82.21024524403924,48.68895943583625,38.39761382253463,40.75032222713579,206.17072270371892
83.08257830872827,48.38439499239294,38.770217959106155,40.508742784064395,215.7279814439566
82.93387125666413,49.535099545489075,39.28297076755853,40.69211153737105,214.11691127665517
82.59655386342908,55.56540967615071,45.01924024785655,44.91001727165364,210.9193351837021
82.49922640757757,54.97028894532082,43.458425917060424,42.91872475021316,210.50564251824042
82.14480293200135,50.18372674660207,39.456429718598365,38.939717397992716,209.90846814180586
81.53592150087968,47.596557931535095,37.864292856297894,38.052717561275266,205.23918944413145
81.41614184755898,42.21294934682307,37.11342399426055,37.44946810427598,204.18327240634142
81.46171363459682,39.20892192210389,33.64042207712254,33.859027710930256,207.88093871147646
81.87350459966751,38.22358741602456,32.733182260981984,32.86337330175931,210.68754781806086
82.82903073435939,39.33793297553374,33.48029161832849,34.34721997584507,215.54343464702134
83.80836989488719,44.37195532788257,44.30764524027288,44.11905423672063,217.1521871293935
83.9053999252355,53.14807663011043,49.058197396786404,50.19294701059833,228.4895962484954
84.27587483629279,55.24639175789106,51.45448364304909,51.72257295835868,242.5130722387723
84.56708706033686,57.11205649356042,54.07861853501903,53.48889988585533,252.29277746580857
84.12785311304913,59.46091099551049,54.46813797101877,54.00092974505874,254.96292706861814
83.74300266486854,85.58592931181701,50.4921349936962,51.48721955652023,229.71567922994433
84.04260438327597,89.52073125139182,51.98204543498649,51.70928978195232,223.24920007381886
85.99469767815236,103.99518299634309,57.46295133995729,62.13984675562288,214.73015707141624
84.82862615728067,119.01520122720659,72.72421295907877,75.82083076256059,205.46137849317026
83.52787034114748,132.5634775714881,92.90150638634312,99.32277835581307,206.2210196886105
84.08925752815368,148.21442136583647,121.00910393638557,119.47917703736569,211.15444733874443
85.35567465509756,155.92517657843104,124.41792271395862,113.07236335878358,220.51139848920047
86.5929387418305,159.70507318225208,132.63616476973056,116.69063908154173,223.10282473181175
86.37959749356918,164.70296419079625,142.8893615600248,133.88051329404564,231.37076733852356
88.40506711134776,162.47909208363865,151.26373262171907,154.1670157575571,233.59335181583526
87.80411871498427,165.74796738185125,141.36349671152905,148.89814845695722,246.65926713706796
87.72667792210322,164.32124458579338,146.56102044852236,145.87970675715118,250.0157863431896
87.11871305051027,162.98709203537712,145.5565712883729,144.11704340195183,251.01608128267372
84.741027499582,163.0031645355763,134.3350455721361,134.32213671865563,258.8397608125937
83.90114524021124,159.78727522161384,133.43826618282364,134.71947037427873,266.44832270491383
80.59849251289992,157.05877809026669,131.77866606620418,133.98323282799882,276.63221027347
78.94987146584172,155.40167875057352,130.75982964561197,132.4509425469296,272.46738574996203
77.9976996778587,154.8203930502459,130.30740562405967,130.8695196056348,266.56869364484083
79.05612638756335,155.65423134775727,129.84244618147846,130.21497671741068,259.83257878691353
78.97384361784735,155.15671544388223,128.034873173791,128.1148964550259,262.32375966928794
78.99179709672026,156.67602038295726,127.42095181286979,128.21586074114214,261.7752520998273
77.64726815875707,158.63615067277,130.457748090897,129.75460706429894,258.66521205757687
77.21896788793322,158.91859612356112,129.70690420367026,129.6090335169323,258.76987490517547
79.66274317468515,159.67361790234628,134.79536050733148,134.8180048959189,253.82843785168825
80.00494389725307,160.32105788174815,135.3270972863276,135.85365556818746,254.24694054304487
80.44987377636772,160.53266363106323,138.76376984374926,138.6822219520292,251.8661478338122
80.63336774718975,160.61355736728785,137.0847940945216,137.77744550454383,252.885671826426
80.48701960084541,160.78557455345708,136.6791448267209,137.15137221840536,253.04909198185567
80.56312627739142,161.12669878831917,136.2711588452437,137.2078608628949,253.13703791948353
80.61242051580973,161.3297056879926,135.66988926548248,136.62069645305783,253.3460495339218
81.22058474196776,161.18894668526173,133.3346173401948,134.85136080672842,255.0469457398786
81.47218097716454,161.08951602574464,133.06914872103312,134.96589604736923,254.9407830810798
81.6958927297633,160.42571382000324,130.94604220598904,133.11802857874503,257.58012521533055
81.74696562489947,160.26509256675064,128.82254470246855,131.35846165994764,260.277900922606
83.39913155779662,157.5568556489763,127.08451537715709,129.57471106482453,270.6385089369132
85.24307123314595,158.9502870081905,126.47771442357781,129.47075680528854,273.565118510934
86.33007316160003,160.6099720311845,127.75935125189926,130.84425327525776,272.87584653300814
85.98251572527447,160.43153192814637,129.5569127391655,130.3719927836563,266.9698256903104
87.57589365038864,162.40381000726626,135.7718765803878,136.64393582773877,257.5676580737318
86.43288269119915,163.38920475913133,142.96002649045073,143.0950687058918,246.33881248769055
84.69585389027161,165.67295772405947,148.84349427971335,150.81471291441144,236.34042115726305
83.9561366105145,166.20632476654086,149.56659888454698,152.04900712993825,231.1047773718393
84.61910679022817,165.443492731217,151.90903087530805,156.03254642851147,227.8139370131618
84.73963881724073,165.4706852415685,147.39470127832524,150.64161598666894,227.8527966634869
85.3631605820854,165.0637240123059,142.72429598172323,141.74470147377377,225.65232488226624
82.89316057512329,160.66310616253062,130.1186504533293,132.29019882755378,220.66953539057602
83.72566098828331,154.3739222764716,122.88242473412276,128.72091005365255,215.91673316150826
84.70312946347968,153.03238115386904,119.75345093560809,118.02103536430792,214.22996381968258
88.43195647498575,145.20936964649047,104.44105433399235,112.4116478679675,210.13582124715575
85.1398827477111,138.53686068313993,99.35889425021813,106.36420384716664,207.20012969031788
89.34423986675277,140.17781154616517,105.51174747844132,106.72846838830469,206.78251394644695
91.27090605290901,136.49155001160378,101.34268661572781,100.27474320886316,206.9805739779979
89.12796911599212,130.58801711288314,98.2117873605981,98.18365004086246,210.01951627421158
91.01876835550121,127.25672662455568,95.3261964190189,98.98128283162396,206.7370770319691
89.81494374153324,117.76223453996538,90.29477643971344,90.18778237666079,221.6345585476385
89.44818939036448,90.00269152855024,71.41069438915076,70.96981019206237,240.44250500339066
89.1867545532321,84.83112338315588,67.2999494563295,66.15408035054601,233.5457387329828
86.68250460262455,50.91734753674335,50.99357550309539,50.7068895254774,253.02912168356207
86.46294696724976,45.59603912277106,49.539364119431006,50.40709928004155,253.81520951966226
86.18949133600819,50.41118280748271,54.49840515801277,55.12753765482312,255.83521660946815
86.40863271195607,46.96665647576338,49.22578219273794,49.84135047503348,244.92838558004462
85.82379759920136,41.291335108289786,44.14265090566719,45.088338276468235,243.4147305630165
84.71107014251315,48.60775822867028,47.283185520775234,49.13280018567501,227.4675411461861
84.16949437792282,42.56373438124809,45.95502644937272,47.03501604421023,224.75994947846274
84.72348465556678,39.83964132335502,38.42523492114158,40.59814051530135,212.4997822861683
85.15051685528871,39.35682498644667,36.107488335550045,37.61555054660938,206.55615953760196
85.78308781328111,41.934448110691335,35.17563355292327,37.085726605965554,201.5236551826854
85.21291676659317,43.118908362089726,35.36001379403889,36.54781811162964,205.83628752232235
84.71521600898868,43.92480186825258,34.17990697095319,35.87677789270829,204.94036538462268
84.25251343307507,43.783098637243484,33.646528825898415,34.61336090252439,206.19957910697073
84.15456889415606,47.814039284517676,33.86181241324561,35.40742710551126,201.63477994114825
84.3739657734002,52.387830667705494,33.62026432743384,35.93706708147733,190.18695026852942
84.53072827233201,59.11805978525234,37.00657294009324,38.6268547733338,200.58602147868712
85.00626219606946,54.449094462311756,36.09411343834986,37.8224082514868,203.40762450765686
87.54119376332103,68.46230005190874,43.82203817846118,43.9811467729021,211.2181754478197
87.38292494373948,70.00791807965493,43.66094521710005,43.468861824693036,209.0293233833646
85.7000469038126,64.24991176153009,40.82532938141293,40.40194433594631,204.494761180165
86.51339431857998,60.0921657580915,41.01527959889211,39.71021319582222,207.0290947672756
86.45871693854495,58.652197172287316,39.277016167841175,38.34072184018907,205.11929833861666
86.42774355924024,59.25076361629151,38.596965500016886,37.669857715974565,202.68281065759345
85.21465243581791,60.8256310279478,40.11701993388117,40.10346385684927,196.69873635657234
84.46413347251139,59.08068885090017,38.79670012924408,39.087615656661214,194.66088846608153
83.79537726003338,59.463694211273335,38.2813241302262,38.8713001817749,192.74798112394188
83.86324104172292,59.117472670976206,38.1709328365281,39.037276582470426,193.29423555232572
83.46820855805535,45.83772393069761,32.427546105978834,32.96056225881398,193.7077025145041
83.44100339272813,49.561491512389225,37.10875494277048,36.65855302837592,192.35021165858547
83.22781167183902,45.30240128330037,34.415059241966745,34.834309854336816,206.76014334617682
83.5304879677706,40.56122733403757,31.058067712039158,32.00482311050549,210.6059707289427
82.77603973569254,40.499768321194175,30.920566874948637,32.10271677449464,205.42734145073453
82.2735888849055,44.34951717915098,33.944295045304656,35.457960992023814,210.16926916507492
82.16431727545282,47.42136412477044,34.46988070568909,36.78201730833119,208.3841087037546
